2015 	03 	126.89 	125.58 	113.03
2015 	04 	129.05 	129.93 	116.94
2015 	05 	120.05 	122.65 	110.39
2015 	06 	128.54 	132.60 	119.34
2015 	07 	107.00 	110.50 	99.45
2015 	08 	105.93 	108.59 	97.73
2015 	09 	101.99 	103.04 	92.73
2015 	10 	104.00 	103.30 	92.97
2015 	11 	109.68 	107.32 	96.59
2015 	12 	112.54 	109.02 	98.12
2016 	01 	103.64 	100.33 	90.30
2016 	02 	103.71 	101.17 	91.05
2016 	03 	91.43 	90.50 	81.44
2016 	04 	93.45 	94.12 	84.70
2016 	05 	93.36 	95.47 	85.91
2016 	06 	81.95 	84.55 	76.09
2016 	07 	86.31 	89.12 	80.22
2016 	08 	85.15 	87.25 	78.53
2016 	09 	87.45 	88.39 	79.54
2016 	10 	86.15 	85.61 	77.05
2016 	11 	78.58 	76.85 	69.16
2016 	12 	75.29 	72.94 	65.65
2017 	01 	77.37 	74.91 	67.42
2017 	02 	76.95 	75.11 	67.59
2017 	03 	74.69 	73.95 	66.56
2017 	04 	80.91 	81.46 	73.31
2017 	05 	73.60 	75.25 	67.73
2017 	06 	74.83 	77.19 	69.47
2017 	07 	77.58 	80.11 	72.10
2017 	08 	78.25 	80.18 	72.16
2017 	09 	95.49 	96.55 	86.90
2017 	10 	76.39 	75.90 	68.31
2017 	11 	72.28 	70.70 	63.62
2017 	12 	71.70 	69.46 	62.52
2018 	01 	70.01 	67.78 	61.00
2018 	02 	71.63 	69.96 	62.97
2018 	03 	68.26 	67.58 	60.82
2018 	04 	69.97 	70.45 	63.41
2018 	05 	70.95 	72.53 	65.27
2018 	06 	72.66 	74.95 	67.46
2018 	07 	69.61 	71.88 	64.69
2018 	08 	69.05 	70.78 	63.70
2018 	09 	68.17 	68.90 	62.01
2018 	10 	69.56 	69.12 	62.20
2018 	11 	69.02 	67.52 	60.77
2018 	12 	70.05 	67.86 	61.07
2019 	01 	71.58 	69.29 	62.36
2019 	02 	70.59 	68.86 	61.98
2019 	03 	71.52 	70.78 	63.70
2019 	04 	72.47 	72.95 	65.66
2019 	05 	71.32 	72.88 	65.59
